data_point,theta,phi,psi,d_theta,d_phi,d_psi
1214,0.0,-0.19896753472735354,0,0,-0.1745329251994332,0
1215,0.0,-0.20071286397934787,0,0,-0.1745329251994332,0
1216,0.0,-0.2024581932313422,0,0,-0.1745329251994332,0
1217,0.0,-0.20420352248333654,0,0,-0.1745329251994332,0
1218,0.0,-0.20594885173533087,0,0,-0.1745329251994332,0
1219,0.0,-0.2076941809873252,0,0,-0.1745329251994332,0
1220,0.0,-0.20943951023931953,0,0,-0.1745329251994332,0
1221,0.0,-0.21118483949131386,0,0,-0.1745329251994332,0
1222,0.0,-0.2129301687433082,0,0,-0.1745329251994332,0
1223,0.0,-0.2146754979953025,0,0,-0.17453292519943042,0
1224,0.0,-0.21642082724729683,0,0,-0.1745329251994332,0
1225,0.0,-0.21816615649929116,0,0,-0.1745329251994332,0
1226,0.0,-0.2199114857512855,0,0,-0.1745329251994332,0
1227,0.0,-0.22165681500327983,0,0,-0.1745329251994332,0
1228,0.0,-0.22340214425527416,0,0,-0.1745329251994332,0
1229,0.0,-0.2251474735072685,0,0,-0.1745329251994332,0
1230,0.0,-0.22689280275926282,0,0,-0.1745329251994332,0
1231,0.0,-0.22863813201125716,0,0,-0.1745329251994332,0
1232,0.0,-0.2303834612632515,0,0,-0.1745329251994332,0
1233,0.0,-0.23212879051524582,0,0,-0.1745329251994332,0
1234,0.0,-0.23387411976724012,0,0,-0.17453292519943042,0
1235,0.0,-0.23561944901923446,0,0,-0.1745329251994332,0
1236,0.0,-0.2373647782712288,0,0,-0.1745329251994332,0
1237,0.0,-0.23911010752322312,0,0,-0.1745329251994332,0
1238,0.0,-0.24085543677521745,0,0,-0.1745329251994332,0
1239,0.0,-0.24260076602721178,0,0,-0.1745329251994332,0
1240,0.0,-0.24434609527920612,0,0,-0.1745329251994332,0
1241,0.0,-0.24609142453120045,0,0,-0.1745329251994332,0
1242,0.0,-0.24783675378319478,0,0,-0.1745329251994332,0
1243,0.0,-0.2495820830351891,0,0,-0.1745329251994332,0
1244,0.0,-0.2513274122871834,0,0,-0.17453292519943042,0
1245,0.0,-0.25307274153917775,0,0,-0.1745329251994332,0
1246,0.0,-0.2548180707911721,0,0,-0.1745329251994332,0
1247,0.0,-0.2565634000431664,0,0,-0.1745329251994332,0
1248,0.0,-0.25830872929516074,0,0,-0.1745329251994332,0
1249,0.0,-0.2600540585471551,0,0,-0.1745329251994332,0
1250,0.0,-0.2617993877991494,0,0,-0.1745329251994332,0
1251,0.0,-0.26354471705114374,0,0,-0.1745329251994332,0
1252,0.0,-0.26529004630313807,0,0,-0.1745329251994332,0
1253,0.0,-0.2670353755551324,0,0,-0.1745329251994332,0
1254,0.0,-0.26878070480712674,0,0,-0.1745329251994332,0
1255,0.0,-0.27052603405912107,0,0,-0.1745329251994332,0
1256,0.0,-0.2722713633111154,0,0,-0.1745329251994332,0
1257,0.0,-0.27401669256310973,0,0,-0.1745329251994332,0
1258,0.0,-0.27576202181510406,0,0,-0.1745329251994332,0
1259,0.0,-0.2775073510670984,0,0,-0.1745329251994332,0
1260,0.0,-0.27925268031909267,0,0,-0.17453292519942765,0
1261,0.0,-0.280998009571087,0,0,-0.1745329251994332,0
1262,0.0,-0.28274333882308134,0,0,-0.1745329251994332,0
1263,0.0,-0.28448866807507567,0,0,-0.1745329251994332,0
1264,0.0,-0.28623399732707,0,0,-0.1745329251994332,0
1265,0.0,-0.28797932657906433,0,0,-0.1745329251994332,0
1266,0.0,-0.28972465583105866,0,0,-0.1745329251994332,0
1267,0.0,-0.291469985083053,0,0,-0.1745329251994332,0
1268,0.0,-0.29321531433504733,0,0,-0.1745329251994332,0
1269,0.0,-0.29496064358704166,0,0,-0.1745329251994332,0
1270,0.0,-0.296705972839036,0,0,-0.1745329251994332,0
1271,0.0,-0.2984513020910303,0,0,-0.1745329251994332,0
1272,0.0,-0.30019663134302466,0,0,-0.1745329251994332,0
1273,0.0,-0.301941960595019,0,0,-0.1745329251994332,0
1274,0.0,-0.3036872898470133,0,0,-0.1745329251994332,0
1275,0.0,-0.30543261909900765,0,0,-0.1745329251994332,0
1276,0.0,-0.307177948351002,0,0,-0.1745329251994332,0
1277,0.0,-0.3089232776029963,0,0,-0.1745329251994332,0
1278,0.0,-0.31066860685499065,0,0,-0.1745329251994332,0
1279,0.0,-0.312413936106985,0,0,-0.1745329251994332,0
1280,0.0,-0.3141592653589793,0,0,-0.1745329251994332,0
1281,0.0,-0.31590459461097364,0,0,-0.1745329251994332,0
1282,0.0,-0.3176499238629679,0,0,-0.17453292519942765,0
1283,0.0,-0.31939525311496225,0,0,-0.1745329251994332,0
1284,0.0,-0.3211405823669566,0,0,-0.1745329251994332,0
1285,0.0,-0.3228859116189509,0,0,-0.1745329251994332,0
1286,0.0,-0.32463124087094525,0,0,-0.1745329251994332,0
1287,0.0,-0.3263765701229396,0,0,-0.1745329251994332,0
1288,0.0,-0.3281218993749339,0,0,-0.1745329251994332,0
1289,0.0,-0.32986722862692824,0,0,-0.1745329251994332,0
1290,0.0,-0.3316125578789226,0,0,-0.1745329251994332,0
1291,0.0,-0.3333578871309169,0,0,-0.1745329251994332,0
1292,0.0,-0.33510321638291124,0,0,-0.1745329251994332,0
1293,0.0,-0.33684854563490557,0,0,-0.1745329251994332,0
1294,0.0,-0.3385938748868999,0,0,-0.1745329251994332,0
1295,0.0,-0.34033920413889424,0,0,-0.1745329251994332,0
1296,0.0,-0.34208453339088857,0,0,-0.1745329251994332,0
1297,0.0,-0.3438298626428829,0,0,-0.1745329251994332,0
1298,0.0,-0.34557519189487723,0,0,-0.1745329251994332,0
1299,0.0,-0.34732052114687156,0,0,-0.1745329251994332,0
1300,0.0,-0.3490658503988659,0,0,-0.1745329251994332,0
1301,0.0,-0.3508111796508602,0,0,-0.1745329251994332,0
1302,0.0,-0.35255650890285456,0,0,-0.1745329251994332,0
1303,0.0,-0.35430183815484884,0,0,-0.17453292519942765,0
1304,0.0,-0.35604716740684317,0,0,-0.1745329251994332,0
1305,0.0,-0.3577924966588375,0,0,-0.1745329251994332,0
1306,0.0,-0.35953782591083183,0,0,-0.1745329251994332,0
1307,0.0,-0.36128315516282616,0,0,-0.1745329251994332,0
1308,0.0,-0.3630284844148205,0,0,-0.1745329251994332,0
1309,0.0,-0.36477381366681483,0,0,-0.1745329251994332,0
1310,0.0,-0.36651914291880916,0,0,-0.1745329251994332,0
1311,0.0,-0.3682644721708035,0,0,-0.1745329251994332,0
1312,0.0,-0.3700098014227978,0,0,-0.1745329251994332,0
1313,0.0,-0.37175513067479216,0,0,-0.1745329251994332,0
1314,0.0,-0.3735004599267865,0,0,-0.1745329251994332,0
1315,0.0,-0.3752457891787808,0,0,-0.1745329251994332,0
1316,0.0,-0.37699111843077515,0,0,-0.1745329251994332,0
1317,0.0,-0.3787364476827695,0,0,-0.1745329251994332,0
1318,0.0,-0.3804817769347638,0,0,-0.1745329251994332,0
1319,0.0,-0.38222710618675815,0,0,-0.1745329251994332,0
1320,0.0,-0.3839724354387525,0,0,-0.1745329251994332,0
1321,0.0,-0.3857177646907468,0,0,-0.1745329251994332,0
1322,0.0,-0.38746309394274114,0,0,-0.1745329251994332,0
1323,0.0,-0.3892084231947355,0,0,-0.1745329251994332,0
1324,0.0,-0.3909537524467298,0,0,-0.1745329251994332,0
1325,0.0,-0.3926990816987241,0,0,-0.17453292519942765,0
1326,0.0,-0.3944444109507184,0,0,-0.1745329251994332,0
1327,0.0,-0.39618974020271275,0,0,-0.1745329251994332,0
1328,0.0,-0.3979350694547071,0,0,-0.1745329251994332,0
1329,0.0,-0.3996803987067014,0,0,-0.1745329251994332,0
1330,0.0,-0.40142572795869574,0,0,-0.1745329251994332,0
1331,0.0,-0.4031710572106901,0,0,-0.1745329251994332,0
1332,0.0,-0.4049163864626844,0,0,-0.1745329251994332,0
1333,0.0,-0.40666171571467874,0,0,-0.1745329251994332,0
1334,0.0,-0.40840704496667307,0,0,-0.1745329251994332,0
1335,0.0,-0.4101523742186674,0,0,-0.1745329251994332,0
1336,0.0,-0.41189770347066174,0,0,-0.1745329251994332,0
1337,0.0,-0.41364303272265607,0,0,-0.1745329251994332,0
1338,0.0,-0.4153883619746504,0,0,-0.1745329251994332,0
1339,0.0,-0.41713369122664473,0,0,-0.1745329251994332,0
1340,0.0,-0.41887902047863906,0,0,-0.1745329251994332,0
1341,0.0,-0.4206243497306334,0,0,-0.1745329251994332,0
1342,0.0,-0.4223696789826277,0,0,-0.1745329251994332,0
1343,0.0,-0.42411500823462206,0,0,-0.1745329251994332,0
1344,0.0,-0.4258603374866164,0,0,-0.1745329251994332,0
1345,0.0,-0.4276056667386107,0,0,-0.1745329251994332,0
1346,0.0,-0.429350995990605,0,0,-0.17453292519942765,0
1347,0.0,-0.43109632524259933,0,0,-0.1745329251994332,0
1348,0.0,-0.43284165449459366,0,0,-0.1745329251994332,0
1349,0.0,-0.434586983746588,0,0,-0.1745329251994332,0
1350,0.0,-0.43633231299858233,0,0,-0.1745329251994332,0
1351,0.0,-0.43807764225057666,0,0,-0.1745329251994332,0
1352,0.0,-0.439822971502571,0,0,-0.1745329251994332,0
1353,0.0,-0.4415683007545653,0,0,-0.1745329251994332,0
1354,0.0,-0.44331363000655966,0,0,-0.1745329251994332,0
1355,0.0,-0.445058959258554,0,0,-0.1745329251994332,0
1356,0.0,-0.4468042885105483,0,0,-0.1745329251994332,0
1357,0.0,-0.44854961776254265,0,0,-0.1745329251994332,0
1358,0.0,-0.450294947014537,0,0,-0.1745329251994332,0
1359,0.0,-0.4520402762665313,0,0,-0.1745329251994332,0
1360,0.0,-0.45378560551852565,0,0,-0.1745329251994332,0
1361,0.0,-0.45553093477052,0,0,-0.1745329251994332,0
1362,0.0,-0.4572762640225143,0,0,-0.1745329251994332,0
1363,0.0,-0.45902159327450864,0,0,-0.1745329251994332,0
1364,0.0,-0.460766922526503,0,0,-0.1745329251994332,0
1365,0.0,-0.4625122517784973,0,0,-0.1745329251994332,0
1366,0.0,-0.46425758103049164,0,0,-0.1745329251994332,0
1367,0.0,-0.4660029102824859,0,0,-0.17453292519942765,0
1368,0.0,-0.46774823953448025,0,0,-0.1745329251994332,0
1369,0.0,-0.4694935687864746,0,0,-0.1745329251994332,0
1370,0.0,-0.4712388980384689,0,0,-0.1745329251994332,0
1371,0.0,-0.47298422729046324,0,0,-0.1745329251994332,0
1372,0.0,-0.4747295565424576,0,0,-0.1745329251994332,0
1373,0.0,-0.4764748857944519,0,0,-0.1745329251994332,0
1374,0.0,-0.47822021504644624,0,0,-0.1745329251994332,0
1375,0.0,-0.47996554429844057,0,0,-0.1745329251994332,0
1376,0.0,-0.4817108735504349,0,0,-0.1745329251994332,0
1377,0.0,-0.48345620280242924,0,0,-0.1745329251994332,0
1378,0.0,-0.48520153205442357,0,0,-0.1745329251994332,0
1379,0.0,-0.4869468613064179,0,0,-0.1745329251994332,0
1380,0.0,-0.48869219055841223,0,0,-0.1745329251994332,0
1381,0.0,-0.49043751981040656,0,0,-0.1745329251994332,0
1382,0.0,-0.4921828490624009,0,0,-0.1745329251994332,0
1383,0.0,-0.4939281783143952,0,0,-0.1745329251994332,0
1384,0.0,-0.49567350756638956,0,0,-0.1745329251994332,0
1385,0.0,-0.4974188368183839,0,0,-0.1745329251994332,0
1386,0.0,-0.4991641660703782,0,0,-0.1745329251994332,0
1387,0.0,-0.5009094953223725,0,0,-0.17453292519942765,0
1388,0.0,-0.5026548245743668,0,0,-0.1745329251994332,0
1389,0.0,-0.5044001538263612,0,0,-0.1745329251994332,0
1390,0.0,-0.5061454830783555,0,0,-0.1745329251994332,0
1391,0.0,-0.5078908123303498,0,0,-0.1745329251994332,0
1392,0.0,-0.5096361415823442,0,0,-0.1745329251994332,0
1393,0.0,-0.5113814708343385,0,0,-0.1745329251994332,0
1394,0.0,-0.5131268000863328,0,0,-0.1745329251994332,0
1395,0.0,-0.5148721293383272,0,0,-0.1745329251994332,0
1396,0.0,-0.5166174585903215,0,0,-0.1745329251994332,0
1397,0.0,-0.5183627878423158,0,0,-0.1745329251994332,0
1398,0.0,-0.5201081170943102,0,0,-0.1745329251994332,0
1399,0.0,-0.5218534463463045,0,0,-0.1745329251994332,0
1400,0.0,-0.5235987755982988,0,0,-0.1745329251994332,0
1401,0.0,-0.5218534463463045,0,0,0.1745329251994332,0
1402,0.0,-0.5201081170943102,0,0,0.1745329251994332,0
1403,0.0,-0.5183627878423158,0,0,0.1745329251994332,0
1404,0.0,-0.5166174585903215,0,0,0.1745329251994332,0
1405,0.0,-0.5148721293383272,0,0,0.1745329251994332,0
1406,0.0,-0.5131268000863328,0,0,0.1745329251994332,0
1407,0.0,-0.5113814708343385,0,0,0.1745329251994332,0
1408,0.0,-0.5096361415823442,0,0,0.1745329251994332,0
1409,0.0,-0.5078908123303498,0,0,0.1745329251994332,0
1410,0.0,-0.5061454830783555,0,0,0.1745329251994332,0
1411,0.0,-0.5044001538263612,0,0,0.1745329251994332,0
1412,0.0,-0.5026548245743668,0,0,0.1745329251994332,0
1413,0.0,-0.5009094953223725,0,0,0.1745329251994332,0
1414,0.0,-0.4991641660703782,0,0,0.17453292519942765,0
1415,0.0,-0.4974188368183839,0,0,0.1745329251994332,0
1416,0.0,-0.49567350756638956,0,0,0.1745329251994332,0
1417,0.0,-0.4939281783143952,0,0,0.1745329251994332,0
1418,0.0,-0.4921828490624009,0,0,0.1745329251994332,0
1419,0.0,-0.49043751981040656,0,0,0.1745329251994332,0
1420,0.0,-0.48869219055841223,0,0,0.1745329251994332,0
1421,0.0,-0.4869468613064179,0,0,0.1745329251994332,0
1422,0.0,-0.48520153205442357,0,0,0.1745329251994332,0
1423,0.0,-0.48345620280242924,0,0,0.1745329251994332,0
1424,0.0,-0.4817108735504349,0,0,0.1745329251994332,0
1425,0.0,-0.47996554429844057,0,0,0.1745329251994332,0
1426,0.0,-0.47822021504644624,0,0,0.1745329251994332,0
1427,0.0,-0.4764748857944519,0,0,0.1745329251994332,0
1428,0.0,-0.4747295565424576,0,0,0.1745329251994332,0
1429,0.0,-0.47298422729046324,0,0,0.1745329251994332,0
1430,0.0,-0.4712388980384689,0,0,0.1745329251994332,0
1431,0.0,-0.46949356878647464,0,0,0.17453292519942765,0
1432,0.0,-0.4677482395344803,0,0,0.1745329251994332,0
1433,0.0,-0.46600291028248597,0,0,0.1745329251994332,0
1434,0.0,-0.46425758103049164,0,0,0.1745329251994332,0
1435,0.0,-0.4625122517784973,0,0,0.1745329251994332,0
1436,0.0,-0.460766922526503,0,0,0.1745329251994332,0
1437,0.0,-0.45902159327450864,0,0,0.1745329251994332,0
1438,0.0,-0.4572762640225143,0,0,0.1745329251994332,0
1439,0.0,-0.45553093477052,0,0,0.1745329251994332,0
1440,0.0,-0.45378560551852565,0,0,0.1745329251994332,0
1441,0.0,-0.4520402762665313,0,0,0.1745329251994332,0
1442,0.0,-0.450294947014537,0,0,0.1745329251994332,0
1443,0.0,-0.44854961776254265,0,0,0.1745329251994332,0
1444,0.0,-0.4468042885105483,0,0,0.1745329251994332,0
1445,0.0,-0.445058959258554,0,0,0.1745329251994332,0
1446,0.0,-0.44331363000655966,0,0,0.1745329251994332,0
1447,0.0,-0.4415683007545653,0,0,0.1745329251994332,0
1448,0.0,-0.439822971502571,0,0,0.1745329251994332,0
1449,0.0,-0.43807764225057666,0,0,0.1745329251994332,0
1450,0.0,-0.43633231299858233,0,0,0.1745329251994332,0
1451,0.0,-0.434586983746588,0,0,0.1745329251994332,0
1452,0.0,-0.43284165449459366,0,0,0.1745329251994332,0
1453,0.0,-0.43109632524259933,0,0,0.1745329251994332,0
1454,0.0,-0.429350995990605,0,0,0.1745329251994332,0
1455,0.0,-0.42760566673861067,0,0,0.1745329251994332,0
1456,0.0,-0.42586033748661634,0,0,0.1745329251994332,0
1457,0.0,-0.42411500823462206,0,0,0.17453292519942765,0
1458,0.0,-0.4223696789826277,0,0,0.1745329251994332,0
1459,0.0,-0.4206243497306334,0,0,0.1745329251994332,0
1460,0.0,-0.41887902047863906,0,0,0.1745329251994332,0
1461,0.0,-0.41713369122664473,0,0,0.1745329251994332,0
1462,0.0,-0.4153883619746504,0,0,0.1745329251994332,0
1463,0.0,-0.41364303272265607,0,0,0.1745329251994332,0
1464,0.0,-0.41189770347066174,0,0,0.1745329251994332,0
1465,0.0,-0.4101523742186674,0,0,0.1745329251994332,0
1466,0.0,-0.40840704496667307,0,0,0.1745329251994332,0
1467,0.0,-0.40666171571467874,0,0,0.1745329251994332,0
1468,0.0,-0.4049163864626844,0,0,0.1745329251994332,0
1469,0.0,-0.4031710572106901,0,0,0.1745329251994332,0
1470,0.0,-0.40142572795869574,0,0,0.1745329251994332,0
1471,0.0,-0.3996803987067014,0,0,0.1745329251994332,0
1472,0.0,-0.39793506945470714,0,0,0.17453292519942765,0
1473,0.0,-0.3961897402027128,0,0,0.1745329251994332,0
1474,0.0,-0.39444441095071847,0,0,0.1745329251994332,0
1475,0.0,-0.39269908169872414,0,0,0.1745329251994332,0
1476,0.0,-0.3909537524467298,0,0,0.1745329251994332,0
1477,0.0,-0.3892084231947355,0,0,0.1745329251994332,0
1478,0.0,-0.38746309394274114,0,0,0.1745329251994332,0
1479,0.0,-0.3857177646907468,0,0,0.1745329251994332,0
1480,0.0,-0.3839724354387525,0,0,0.1745329251994332,0
1481,0.0,-0.38222710618675815,0,0,0.1745329251994332,0
1482,0.0,-0.3804817769347638,0,0,0.1745329251994332,0
1483,0.0,-0.3787364476827695,0,0,0.1745329251994332,0
1484,0.0,-0.37699111843077515,0,0,0.1745329251994332,0
1485,0.0,-0.3752457891787808,0,0,0.1745329251994332,0
1486,0.0,-0.3735004599267865,0,0,0.1745329251994332,0
1487,0.0,-0.37175513067479216,0,0,0.1745329251994332,0
1488,0.0,-0.3700098014227978,0,0,0.1745329251994332,0
1489,0.0,-0.3682644721708035,0,0,0.1745329251994332,0
1490,0.0,-0.36651914291880916,0,0,0.1745329251994332,0
1491,0.0,-0.36477381366681483,0,0,0.1745329251994332,0
1492,0.0,-0.3630284844148205,0,0,0.1745329251994332,0
1493,0.0,-0.36128315516282616,0,0,0.1745329251994332,0
1494,0.0,-0.35953782591083183,0,0,0.1745329251994332,0
1495,0.0,-0.3577924966588375,0,0,0.1745329251994332,0
1496,0.0,-0.35604716740684317,0,0,0.1745329251994332,0
1497,0.0,-0.35430183815484884,0,0,0.1745329251994332,0
1498,0.0,-0.3525565089028545,0,0,0.1745329251994332,0
1499,0.0,-0.35081117965086017,0,0,0.1745329251994332,0
1500,0.0,-0.34906585039886584,0,0,0.1745329251994332,0
1501,0.0,-0.3473205211468715,0,0,0.1745329251994332,0
1502,0.0,-0.34557519189487723,0,0,0.17453292519942765,0
1503,0.0,-0.3438298626428829,0,0,0.1745329251994332,0
1504,0.0,-0.34208453339088857,0,0,0.1745329251994332,0
1505,0.0,-0.34033920413889424,0,0,0.1745329251994332,0
1506,0.0,-0.3385938748868999,0,0,0.1745329251994332,0
1507,0.0,-0.33684854563490557,0,0,0.1745329251994332,0
1508,0.0,-0.33510321638291124,0,0,0.1745329251994332,0
1509,0.0,-0.3333578871309169,0,0,0.1745329251994332,0
1510,0.0,-0.3316125578789226,0,0,0.1745329251994332,0
1511,0.0,-0.32986722862692824,0,0,0.1745329251994332,0
1512,0.0,-0.3281218993749339,0,0,0.1745329251994332,0
1513,0.0,-0.32637657012293964,0,0,0.17453292519942765,0
1514,0.0,-0.3246312408709453,0,0,0.1745329251994332,0
1515,0.0,-0.32288591161895097,0,0,0.1745329251994332,0
1516,0.0,-0.32114058236695664,0,0,0.1745329251994332,0
1517,0.0,-0.3193952531149623,0,0,0.1745329251994332,0
1518,0.0,-0.317649923862968,0,0,0.1745329251994332,0
1519,0.0,-0.31590459461097364,0,0,0.1745329251994332,0
1520,0.0,-0.3141592653589793,0,0,0.1745329251994332,0
1521,0.0,-0.312413936106985,0,0,0.1745329251994332,0
1522,0.0,-0.31066860685499065,0,0,0.1745329251994332,0
1523,0.0,-0.3089232776029963,0,0,0.1745329251994332,0
1524,0.0,-0.307177948351002,0,0,0.1745329251994332,0
1525,0.0,-0.30543261909900765,0,0,0.1745329251994332,0
1526,0.0,-0.3036872898470133,0,0,0.1745329251994332,0
1527,0.0,-0.301941960595019,0,0,0.1745329251994332,0
1528,0.0,-0.30019663134302466,0,0,0.1745329251994332,0
1529,0.0,-0.2984513020910303,0,0,0.1745329251994332,0
1530,0.0,-0.296705972839036,0,0,0.1745329251994332,0
1531,0.0,-0.29496064358704166,0,0,0.1745329251994332,0
1532,0.0,-0.29321531433504733,0,0,0.1745329251994332,0
1533,0.0,-0.291469985083053,0,0,0.1745329251994332,0
1534,0.0,-0.28972465583105866,0,0,0.1745329251994332,0
1535,0.0,-0.28797932657906433,0,0,0.1745329251994332,0
1536,0.0,-0.28623399732707,0,0,0.1745329251994332,0
1537,0.0,-0.28448866807507567,0,0,0.1745329251994332,0
1538,0.0,-0.28274333882308134,0,0,0.1745329251994332,0
1539,0.0,-0.280998009571087,0,0,0.1745329251994332,0
1540,0.0,-0.27925268031909267,0,0,0.1745329251994332,0
1541,0.0,-0.27750735106709834,0,0,0.1745329251994332,0
1542,0.0,-0.275762021815104,0,0,0.1745329251994332,0
1543,0.0,-0.2740166925631097,0,0,0.1745329251994332,0
1544,0.0,-0.2722713633111154,0,0,0.17453292519942765,0
1545,0.0,-0.27052603405912107,0,0,0.1745329251994332,0
1546,0.0,-0.26878070480712674,0,0,0.1745329251994332,0
1547,0.0,-0.2670353755551324,0,0,0.1745329251994332,0
1548,0.0,-0.26529004630313807,0,0,0.1745329251994332,0
1549,0.0,-0.26354471705114374,0,0,0.1745329251994332,0
1550,0.0,-0.2617993877991494,0,0,0.1745329251994332,0
1551,0.0,-0.2600540585471551,0,0,0.1745329251994332,0
1552,0.0,-0.25830872929516074,0,0,0.1745329251994332,0
1553,0.0,-0.2565634000431664,0,0,0.1745329251994332,0
1554,0.0,-0.2548180707911721,0,0,0.1745329251994332,0
1555,0.0,-0.25307274153917775,0,0,0.1745329251994332,0
1556,0.0,-0.2513274122871834,0,0,0.1745329251994332,0
1557,0.0,-0.24958208303518908,0,0,0.1745329251994332,0
1558,0.0,-0.24783675378319475,0,0,0.1745329251994332,0
1559,0.0,-0.24609142453120042,0,0,0.1745329251994332,0
1560,0.0,-0.24434609527920614,0,0,0.17453292519942765,0
1561,0.0,-0.2426007660272118,0,0,0.1745329251994332,0
1562,0.0,-0.24085543677521748,0,0,0.1745329251994332,0
1563,0.0,-0.23911010752322315,0,0,0.1745329251994332,0
1564,0.0,-0.23736477827122882,0,0,0.1745329251994332,0
1565,0.0,-0.23561944901923448,0,0,0.1745329251994332,0
1566,0.0,-0.23387411976724015,0,0,0.1745329251994332,0
1567,0.0,-0.23212879051524582,0,0,0.1745329251994332,0
1568,0.0,-0.2303834612632515,0,0,0.1745329251994332,0
1569,0.0,-0.22863813201125716,0,0,0.1745329251994332,0
1570,0.0,-0.22689280275926282,0,0,0.1745329251994332,0
1571,0.0,-0.2251474735072685,0,0,0.1745329251994332,0
1572,0.0,-0.22340214425527416,0,0,0.1745329251994332,0
1573,0.0,-0.22165681500327983,0,0,0.1745329251994332,0
1574,0.0,-0.2199114857512855,0,0,0.1745329251994332,0
1575,0.0,-0.21816615649929116,0,0,0.1745329251994332,0
1576,0.0,-0.21642082724729683,0,0,0.1745329251994332,0
1577,0.0,-0.2146754979953025,0,0,0.1745329251994332,0
1578,0.0,-0.21293016874330817,0,0,0.1745329251994332,0
1579,0.0,-0.21118483949131384,0,0,0.1745329251994332,0
1580,0.0,-0.2094395102393195,0,0,0.1745329251994332,0
1581,0.0,-0.20769418098732517,0,0,0.1745329251994332,0
1582,0.0,-0.2059488517353309,0,0,0.17453292519942765,0
1583,0.0,-0.20420352248333656,0,0,0.1745329251994332,0
1584,0.0,-0.20245819323134223,0,0,0.1745329251994332,0
1585,0.0,-0.2007128639793479,0,0,0.1745329251994332,0
1586,0.0,-0.19896753472735357,0,0,0.1745329251994332,0
1587,0.0,-0.19722220547535924,0,0,0.1745329251994332,0
1588,0.0,-0.1954768762233649,0,0,0.1745329251994332,0
1589,0.0,-0.19373154697137057,0,0,0.1745329251994332,0
1590,0.0,-0.19198621771937624,0,0,0.1745329251994332,0
1591,0.0,-0.1902408884673819,0,0,0.1745329251994332,0
1592,0.0,-0.18849555921538758,0,0,0.1745329251994332,0
1593,0.0,-0.18675022996339324,0,0,0.1745329251994332,0
1594,0.0,-0.1850049007113989,0,0,0.1745329251994332,0
1595,0.0,-0.18325957145940458,0,0,0.1745329251994332,0
1596,0.0,-0.18151424220741025,0,0,0.1745329251994332,0
1597,0.0,-0.17976891295541592,0,0,0.1745329251994332,0
1598,0.0,-0.17802358370342158,0,0,0.1745329251994332,0
1599,0.0,-0.17627825445142725,0,0,0.1745329251994332,0
1600,0.0,-0.17453292519943292,0,0,0.1745329251994332,0
1601,0.0,-0.1727875959474386,0,0,0.1745329251994332,0
1602,0.0,-0.17104226669544426,0,0,0.1745329251994332,0
1603,0.0,-0.16929693744344998,0,0,0.17453292519942765,0
1604,0.0,-0.16755160819145565,0,0,0.1745329251994332,0
1605,0.0,-0.16580627893946132,0,0,0.1745329251994332,0
1606,0.0,-0.16406094968746698,0,0,0.1745329251994332,0
1607,0.0,-0.16231562043547265,0,0,0.1745329251994332,0
1608,0.0,-0.16057029118347832,0,0,0.1745329251994332,0
1609,0.0,-0.158824961931484,0,0,0.1745329251994332,0
1610,0.0,-0.15707963267948966,0,0,0.1745329251994332,0
1611,0.0,-0.15533430342749532,0,0,0.1745329251994332,0
1612,0.0,-0.153588974175501,0,0,0.1745329251994332,0
1613,0.0,-0.15184364492350666,0,0,0.1745329251994332,0
1614,0.0,-0.15009831567151233,0,0,0.1745329251994332,0
1615,0.0,-0.148352986419518,0,0,0.1745329251994332,0
1616,0.0,-0.14660765716752366,0,0,0.1745329251994332,0
1617,0.0,-0.14486232791552933,0,0,0.1745329251994332,0
1618,0.0,-0.143116998663535,0,0,0.1745329251994332,0
1619,0.0,-0.14137166941154067,0,0,0.1745329251994332,0
1620,0.0,-0.13962634015954634,0,0,0.1745329251994332,0
1621,0.0,-0.137881010907552,0,0,0.1745329251994332,0
1622,0.0,-0.13613568165555767,0,0,0.1745329251994332,0
1623,0.0,-0.13439035240356334,0,0,0.1745329251994332,0
1624,0.0,-0.132645023151569,0,0,0.1745329251994332,0
1625,0.0,-0.13089969389957473,0,0,0.17453292519942765,0
1626,0.0,-0.1291543646475804,0,0,0.1745329251994332,0
1627,0.0,-0.12740903539558607,0,0,0.1745329251994332,0
1628,0.0,-0.12566370614359174,0,0,0.1745329251994332,0
1629,0.0,-0.1239183768915974,0,0,0.1745329251994332,0
1630,0.0,-0.12217304763960307,0,0,0.1745329251994332,0
1631,0.0,-0.12042771838760874,0,0,0.1745329251994332,0
1632,0.0,-0.11868238913561441,0,0,0.1745329251994332,0
1633,0.0,-0.11693705988362008,0,0,0.1745329251994332,0
1634,0.0,-0.11519173063162574,0,0,0.1745329251994332,0
1635,0.0,-0.11344640137963141,0,0,0.1745329251994332,0
1636,0.0,-0.11170107212763708,0,0,0.1745329251994332,0
1637,0.0,-0.10995574287564275,0,0,0.1745329251994332,0
1638,0.0,-0.10821041362364842,0,0,0.1745329251994332,0
1639,0.0,-0.10646508437165408,0,0,0.1745329251994332,0
1640,0.0,-0.10471975511965975,0,0,0.1745329251994332,0
1641,0.0,-0.10297442586766542,0,0,0.1745329251994332,0
1642,0.0,-0.10122909661567109,0,0,0.1745329251994332,0
1643,0.0,-0.09948376736367676,0,0,0.1745329251994332,0
1644,0.0,-0.09773843811168242,0,0,0.1745329251994332,0
